"","level_0","index","series_name","network","season","title","imdb","engagement","date_aired","run_time","format","monster_name","monster_gender","monster_type","monster_subtype","monster_species","monster_real","monster_amount","caught_fred","caught_daphnie","caught_velma","caught_shaggy","caught_scooby","captured_fred","captured_daphnie","captured_velma","captured_shaggy","captured_scooby","unmask_fred","unmask_daphnie","unmask_velma","unmask_shaggy","unmask_scooby","snack_fred","snack_daphnie","snack_velma","snack_shaggy","snack_scooby","unmask_other","caught_other","caught_not","trap_work_first","setting_terrain","setting_country_state","suspects_amount","non_suspect","arrested","culprit_name","culprit_gender","culprit_amount","motive","if_it_wasnt_for","and_that","door_gag","number_of_snacks","split_up","another_mystery","set_a_trap","jeepers","jinkies","my_glasses","just_about_wrapped_up","zoinks","groovy","scooby_doo_where_are_you","rooby_rooby_roo","batman","scooby_dum","scrappy_doo","hex_girls","blue_falcon","fred_va","daphnie_va","velma_va","shaggy_va","scooby_va"
"351",350,351,"What's New Scooby-Doo?","The WB","1","Safari, So Goodie!",5.1,164.3,"2002-11-23",21,"Serie","Jungle Demons","Male","Animal","Demon","Animal","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","","Jungle","Malawi",5,"False","True","Honey Honsecker,Henry Honsecker","Female,Male",2,"Smuggling","","","False","0",1,0,0,0,1,0,0,2,0,1,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"352",351,352,"What's New Scooby-Doo?","The WB","1","She Sees Sea Monsters by the Sea Shore",5.9,185.97,"2002-11-30",21,"Serie","Motoshondu","Female","Animal","Serpent","Sea-Monster","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Island","United States",4,"False","True","Crunch Granville","Male",1,"Preservation","you meddling mainlanders","","False","0",0,1,0,4,2,1,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"353",352,353,"What's New Scooby-Doo?","The WB","1","A Scooby-Doo! Christmas",5.3,196.26,"2002-12-13",21,"Serie","Headless Snowman","Male","Possessed Object","Headless","Snow-Man","False",1,"True","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","Snow","United States",4,"False","False","Proff. William Fagen Higginson","Male",1,"Treasure","","","False","0",1,0,0,2,1,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"354",353,354,"What's New Scooby-Doo?","The WB","1","Toy Scary Boo",5.9,200.78,"2003-02-01",21,"Serie","Spaceman Swintons,Annabel Action Figure,Other Toys","Male,Female,Male","Mechanical,Mechanical,Mechanical","Humanoid,Humanoid,Toy","Toy,Toy,Toy","False",3,"True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","","Urban","United States",4,"False","True","Walter Claphammer","Male",1,"Treasure","","","False","1 box",2,0,0,1,0,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"355",354,355,"What's New Scooby-Doo?","The WB","1","Lights! Camera! Mayhem!",4.8,161.89,"2003-02-15",21,"Serie","Faceless Phantom","Male","Ghost","Phantom","Human","False",1,"False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","Urban","California",5,"False","False","Vincent Wong","Male",1,"Competition","you wonderful meddling kids","Scooby-Doo","False","1 box",1,0,0,0,1,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"356",355,356,"What's New Scooby-Doo?","The WB","1","Pompii and Circumstance",4,146.76,"2003-02-22",21,"Serie","Undead","Male","Ancient","Gladiator","Human","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","","Rural","Italy",4,"False","True","Captain Guzman,Ugo DiRinaldi","Male,Male",2,"Competition","","","False","2 boxes",0,0,0,1,0,0,0,4,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"357",356,357,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! and the Legend of the Vampire",5.6,190.3,"2003-03-04",72,"Movie","Yowie Yahoo,Dark Skull,Stormy Weathers,Lightning Strikes","Male,Male,Male,Male","Undead,Undead,Undead,Undead","Vampire,Vampire,Vampire,Vampire","Human,Human,Human,Human","False",4,"True","False","False","False","True","False","False","False","False","False","True","True","True","False","False","False","True","True","False","False","False","False","False","True","Desert","Australia",10,"False","True","Russell,Harry,Barry","Male,Male,Male",3,"Competition","you meddling kids","","False","4",1,1,0,1,2,1,0,8,0,0,1,"False","False","False","True","False","Frank Welker","Heather North","Nicole Jaffe","Casey Kasem","Frank Welker"
"358",357,358,"What's New Scooby-Doo?","The WB","1","The Unnatural",4.8,178.41,"2003-03-22",21,"Serie","Baseball Specter","Male","Ghost","Specter","Human","False",1,"False","False","False","True","False","False","False","False","True","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","Urban","United States",5,"False","True","Bob Taylor","Male",1,"Competition","","","False","0",0,0,0,1,0,0,1,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"359",358,359,"What's New Scooby-Doo?","The WB","2","Big Appetite in Little Tokyo",4.9,172.75,"2003-09-13",21,"Serie","Ancient One,30 Foot Shaggy","Male,Male","Magician,Animal","Mystic,Giant","Human,Human","False",2,"False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Urban","Japan",3,"False","True","Proff. Pomfrit","Male",1,"Competition","","","False","0",0,1,0,1,2,0,0,3,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"360",359,360,"What's New Scooby-Doo?","The WB","2","Mummy Scares Best",5.9,191,"2003-09-20",21,"Serie","Mummy of Pharaoh Scamses,Zombies,Zombies,Zombies,Zombies,Zombie Fred,Zombie Daphnie,Zombie Velma","Male,Male,Male,Female,Male,Male,Female,Female","Undead,Undead,Undead,Undead,Undead,Undead,Undead,Undead","Mummy,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human,Human,Human,Human,Human","False",8,"False","False","False","False","False","True","True","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","","Desert","Egypt",3,"False","True","Qasl Al-Famir,Madamoiselle Chantal","Male,Female",2,"Competition","","","False","0",1,0,0,0,1,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"361",360,361,"What's New Scooby-Doo?","The WB","2","The Fast and the Wormious",6.6,196.84,"2003-09-27",21,"Serie","Gusano Grande","Male","Animal","Giant","Worm","False",1,"True","False","False","False","False","True","True","True","True","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","Desert","Mexico",5,"False","True","Gibby Norton","Male",1,"Competition","","","True","0",0,0,0,1,2,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"362",361,362,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! and the Monster of Mexico",4.3,162.26,"2003-09-30",72,"Movie","Chupacabra,Paco,Quetzalcoatl,Jaguar Statues,Aztec Giant Statue,Ghost of Señor Otero,Skeleton Man","Male,Male,Male,Male,Male,Male,Male","Animal,Animal,Mythical,Possessed Object,Possessed Object,Ghost,Undead","Humanoid,Bird,Dragon,Statue,Statue,Phantom,Skeleton","Chupacabra,Parrot,Dragon,Jaguar,Human,Human,Human","False",7,"False","False","False","True","True","False","True","False","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","","Rural","Mexico",9,"False","True","Mr. Smiley,Charlene","Male,Female",2,"Competition","those meddling kids","","False","2",0,0,0,0,4,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Heather North","Nicole Jaffe","Casey Kasem","Frank Welker"
"363",362,363,"What's New Scooby-Doo?","The WB","2","High-Tech House of Horrors",6,195.84,"2003-10-04",21,"Serie","Jeevens,Shari","Male,Female","Mechanical,Mechanical","Robot,Computer","Robot,Computer","True",2,"False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","","Rural","United States",6,"","","","",0,"Competition","","","False","several",0,0,0,1,0,0,1,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"364",363,364,"What's New Scooby-Doo?","The WB","2","The Vampire Strikes Back",7.4,208.02,"2003-10-18",21,"Serie","Baron Fortescu","Male","Undead","Vampire","Human","False",1,"True","False","True","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","Rural","Romania",3,"True","True","Baron Fortescu,Steve Fortescu","Male,Male",2,"Competition","","","False","0",1,0,0,0,0,1,1,0,0,0,1,"False","False","False","True","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"365",364,365,"What's New Scooby-Doo?","The WB","2","A Scooby-Doo Halloween",6.2,199.08,"2003-10-25",21,"Serie","Scarecrows,Ghost of Hank Banning","Male,Male","Possessed Object,Ghost","Scarecrow,Phantom","Human,Human","False",2,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Rural","United States",4,"True","True","Marcy","Female",1,"Competition","","","False","0",0,0,0,1,2,0,0,1,0,1,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"366",365,366,"What's New Scooby-Doo?","The WB","2","Homeward Hound",5.2,165.98,"2003-10-25",21,"Serie","Cat Creature","Male","Animal","Humanoid","Cat","False",1,"False","True","False","True","True","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","Urban","United States",5,"False","True","Meadow,Scar,Skull","Female,Male,Male",3,"Competition","you meddling kids","","False","0",1,0,0,0,1,0,0,1,0,1,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"367",366,367,"What's New Scooby-Doo?","The WB","2","The San Franpsycho",6,206.54,"2004-03-20",21,"Serie","San Franpsycho","Male","Ancient","Convict","Human","False",1,"False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","Urban","California",5,"False","True","Rutie Banez","Female",1,"Competition","","","True","1 box",1,0,0,0,1,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"368",367,368,"What's New Scooby-Doo?","The WB","2","Simple Plan and the Invisible Madman",4.4,148.28,"2004-03-22",21,"Serie","Invisible Man","Male","Disguised","Invisible","Human","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","Snow","Canada",9,"False","True","Zeke Zillon,Jack Hunter,Gibby Norton,Eve De La Faye","Male,Male,Male,Female",4,"Competition","","","False","5",1,0,0,1,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"369",368,369,"What's New Scooby-Doo?","The WB","2","Recipe for Disaster",6.1,201.56,"2004-03-23",21,"Serie","Scooby Snack Monster,Scooby Snack Monster","Male,Male","Possessed Object,Possessed Object","Humanoid,Humanoid","Scooby Snack,Scooby Snack","False",2,"False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","Urban","Ohio",4,"False","True","Penelope Bailey,Trudey Lowe","Female,Female",2,"Competition","pestering kids","","False","lifetime supply",1,1,0,0,0,0,0,2,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"370",369,370,"What's New Scooby-Doo?","The WB","2","Large Dragon at Large",5.4,189.52,"2004-03-24",21,"Serie","Glasburgh Dragon","Male","Mythical","Dragon","Dragon","False",1,"True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Rural","Scotland",5,"False","True","Jamison Steven Ripley","Male",1,"Treasure","you meddling medieval kids","","False","0",0,0,0,0,0,1,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"371",370,371,"What's New Scooby-Doo?","The WB","2","Uncle Scooby and Antarctica",5.1,175.59,"2004-03-25",21,"Serie","Fish Creature","Male","Animal","Humanoid","Fish","False",1,"True","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","","Snow","Antarctica",5,"False","False","Monroe Hopper","Male",1,"Preservation","","","False","0",2,0,0,0,1,0,0,2,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"372",371,372,"What's New Scooby-Doo?","The WB","2","New Mexico, Old Monster",4.5,162.76,"2004-03-26",21,"Serie","Wakumi,Shaman","Male,Male","Animal,Ancient","Giant,Shaman","Bird,Human","False",2,"False","False","False","False","True","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","","Desert","New Mexico",5,"True","True","Henry Thornwald","Male",1,"Preservation","","","False","0",0,0,0,1,1,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"373",372,373,"Warner Bros. Picture","Warner Bros. Picture","Movie","Scooby-Doo 2: Monsters Unleashed",6.8,216.32,"2004-03-26",93,"Movie","Masked Figure,Pterodactyl Ghost,Black Knight Ghost,Cotton Candy Glob,Tar Monster,Minder 49er,Captain Cutler's Ghost,Zombie,10000 Volt Ghost,Skeleton Men,Skeleton Men","Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male","Disguised,Animal,Possessed Object,Possessed Object,Possessed Object,Ancient,Possessed Object,Undead,Ghost,Undead,Undead","Scientist,Dinosaur,Suit,Candy,Tar,Miner,Suit,Zombie,Electric,Skeleton,Skeleton","Human,Pterodactyl,Human,Cotton Candy,Tar,Human,Human,Human,Human,Human,Human","True",11,"False","False","False","False","True","True","True","True","True","True","False","True","True","False","False","False","False","False","False","False","False","False","False","","Urban","United States",5,"False","True","Dr. Jonathan Jacobo,Ned","Male,Male",2,"Competition","those meddling punks","dumb dog","False","0",0,0,0,0,3,1,0,4,0,0,4,"False","False","False","False","False","Freddie Prinze Jr.","Sarah Michelle Gellar","Linda Cardellini","Matthew Lillard","Neil Fanning"
"374",373,374,"What's New Scooby-Doo?","The WB","2","It's All Greek to Scooby",5.1,173.47,"2004-03-27",21,"Serie","Centaur","Male","Mythical","Beast","Centaur","False",1,"True","True","True","True","True","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","","Rural","Greece",4,"False","True","Susie Smythe","Female",1,"Treasure","you meddling kids","","False","0",0,0,0,0,0,0,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"375",374,375,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! and the Loch Ness Monster",4,144.79,"2004-06-24",74,"Movie","Loch Ness Monster,Loch Ness Monster","Female,Female","Mythical,Mythical","Loch Ness Monster,Loch Ness Monster","Dinosaur,Dinosaur","False",2,"False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","","Rural","Scotland",8,"False","False","Prof. Fiona Pembrooke,Colin Haggard,Angus Haggard","Female,Male,Male",3,"Competition","you meddling kids","","False","1 box",1,2,0,4,6,0,0,13,1,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"376",375,376,"What's New Scooby-Doo?","The WB","3","Fright House of a Lighthouse",4.2,162.5,"2005-01-29",21,"Serie","Creepy Keeper,Skeleton Crew","Male,Male","Undead,Undead","Lighthouse Keeper,Skeleton","Human,Human","False",2,"True","False","False","True","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","Rural","Wisconsin",3,"False","True","Crusty McPeet,Verona Dempsey","Male,Female",2,"Competition","","","False","0",0,0,0,1,0,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"377",376,377,"What's New Scooby-Doo?","The WB","3","Go West, Young Scoob",4.2,150.12,"2005-02-05",21,"Serie","Sheriff,Cold Steel,Other Robot Cowboys","Male,Male,Male","Mechanical,Mechanical,Mechanical","Cowboy,Cowboy,Cowboy","Human,Human,Human","False",3,"False","False","False","False","False","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","","Desert","Arizona",3,"False","True","Gibby Norton","Male",1,"Competition","","","False","0",0,1,0,3,0,0,0,3,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"378",377,378,"Warner Home Video","Warner Home Video","Movie","Aloha, Scooby-Doo!",4.7,184.68,"2005-02-08",73,"Movie","Wiki-Tiki,Tiny Tikis","Male,Male","Ancient,Ancient","Hawaiian,Hawaiian","Human,Human","False",2,"False","False","False","True","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","Island","Hawaii",7,"False","True","Snookie Waeawa,Manu Tuiama","Female,Male",2,"Competition","you meddling mainlanders","","True","1",0,1,0,3,0,1,0,1,1,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"379",378,379,"What's New Scooby-Doo?","The WB","3","A Scooby-Doo Valentine",6.7,207.53,"2005-02-11",21,"Serie","Clone Fred,Clone Daphnie,Clone Velma,Clone Shaggy,Clone Scooby","Male,Female,Female,Male,Male","Mechanical,Mechanical,Mechanical,Mechanical,Mechanical","Clone,Clone,Clone,Clone,Clone","Human,Human,Human,Human,Human","False",5,"False","False","False","False","False","True","True","True","True","True","False","False","True","False","False","False","False","True","False","False","False","True","False","True","Urban","United States",5,"False","True","J.C. Chasez","Male",1,"Competition","you meddling kids","","False","0",1,0,0,0,0,0,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"380",379,380,"What's New Scooby-Doo?","The WB","3","Wrestle Maniacs",6.2,204.07,"2005-02-12",21,"Serie","Titanic Twist","Male","Undead","Deformed","Human","False",1,"False","False","True","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","","Desert","United States",9,"False","False","Curt Crunch,Connie Crunch","Male,Female",2,"Competition","","","False","0",2,1,0,1,0,0,1,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"381",380,381,"What's New Scooby-Doo?","The WB","3","Ready to Scare",5.6,194.11,"2005-02-19",21,"Serie","Gargoyle","Male","Possessed Object","Statue","Gargoyle","False",1,"False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","","Urban","France",4,"True","False","Danica LeBlake,Guy L'Avorton","Female,Male",2,"Competition","","","True","0",1,0,1,2,2,0,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"382",381,382,"What's New Scooby-Doo?","The WB","3","Farmed & Dangerous",4.5,163.37,"2005-02-25",21,"Serie","Demon Farmer","Male","Undead","Farmer","Human","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","","Rural","United States",4,"False","True","Neville Poppenbacher","Male",1,"Competition","","","False","0",1,0,0,2,0,0,0,0,0,1,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"383",382,383,"What's New Scooby-Doo?","The WB","3","Diamonds Are a Ghoul's Best Friend",3.7,144.93,"2005-03-03",21,"Serie","Frozen Fiend","Male","Undead","Ice","Human","False",1,"True","True","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","Urban","Russia",6,"False","True","Galina Korzhakov","Female",1,"Theft","you meddling foreign kids","","False","several",0,0,2,0,0,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"384",383,384,"What's New Scooby-Doo?","The WB","3","A Terrifying Round with a Menacing Metallic Clown",6.8,238.05,"2005-03-12",21,"Serie","Menacing Metallic Clown","Male","Mechanical","Clown","Human","False",1,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","Rural","United States",4,"False","False","Mayor Smith Snipper","Male",1,"Competition","","","False","1",1,0,1,0,0,0,0,1,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"385",384,385,"What's New Scooby-Doo?","The WB","3","Camp Comeoniwannascareya",5.5,173.5,"2005-03-19",21,"Serie","Toxic Terror","Male","Possessed Object","Humanoid","Toxic","False",1,"","","","True","True","","","","False","False","","","","False","False","","","","False","False","True","False","False","False","Forest","United States",6,"False","False","Grey","Female",1,"Preservation","those meddling kids in your cabin","","False","",NA,NA,NA,NA,NA,NA,NA,3,0,0,1,"False","False","False","False","False","","","","Casey Kasem","Frank Welker"
"386",385,386,"What's New Scooby-Doo?","The WB","3","Block-Long Hong Kong Terror",5.6,176.83,"2005-03-26",21,"Serie","Dragon","Male","Mythical","Dragon","Dragon","False",1,"True","False","False","True","True","True","True","True","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","","Urban","Hong Kong",5,"False","True","Wu","Male",1,"Competition","","","False","1",1,0,0,1,1,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"387",386,387,"What's New Scooby-Doo?","The WB","3","Gentlemen, Start Your Monsters!",5.3,180.04,"2005-04-02",21,"Serie","Skeleton Driver","Male","Undead","Skeleton","Human","False",1,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","","Urban","United States",5,"False","True","Jimmy,Cindy","Male,Female",2,"Competition","you meddling grown-ups","","False","0",0,0,0,1,2,0,1,0,0,0,0,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"388",387,388,"What's New Scooby-Doo?","The WB","3","Gold Paw",6.5,198.78,"2005-04-09",21,"Serie","Gold Monster","Male","Possessed Object","Humanoid","Gold","False",1,"True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","","Rural","Kentukey",5,"False","True","Drill Sergeant Payne","Male",1,"Competition","you meddling civilians","","False","1 box",0,0,0,1,0,0,0,2,0,0,3,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"389",388,389,"What's New Scooby-Doo?","The WB","3","Reef Grief!",6,223.54,"2005-04-19",21,"Serie","Coral Creature,Sand Monsters","Male,Male","Plant,Possessed Object","Humanoid,Sand","Coral,Human","True",2,"False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","","Coast","Australia",5,"False","True","Spencer Johnson","Male",1,"Competition","you meddling sand-drips","","False","8",0,0,0,2,1,0,0,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"390",389,390,"Warner Home Video","Cartoon Network","Movie","Scooby-Doo! in Where's my Mummy?",4.7,167.15,"2005-11-24",74,"Movie","Ghost of Cleopatra,Army of the Undead,Spirit of the Sand","Female,Male,Male","Undead,Undead,Animal","Mummy,Mummy,Giant","Human,Human,Scorpion","False",3,"False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","","Desert","Egypt",7,"True","False","Velma Dinkley,Prince Omar Karam","Female,Male",2,"Preservation","","","False","several",0,1,0,9,3,1,0,5,0,0,6,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"391",390,391,"What's New Scooby-Doo?","Cartoon Network","3","E-Scream",5.6,171.84,"2006-07-21",21,"Serie","Osomons","Male","Animal","Little","Osomons","False",1,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Urban","California",5,"","","","",0,"Simulation","","","False","0",0,1,0,0,1,0,0,0,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"392",391,392,"Warner Home Video","Warner Home Video","Movie","Scooby-Doo! Pirates Ahoy!",4.8,169.02,"2006-09-19",69,"Movie","Cptn. Skunk Beard,Wooden Wally,Sea Salt Sally,Cptn. Skunk Beard's Crew","Male,Male,Female,Male","Undead,Undead,Undead,Undead","Pirate,Pirate,Pirate,Pirate","Human,Human,Human,Human","False",4,"False","False","False","True","True","True","True","True","True","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","Ocean","Bermuda Triangle",5,"False","True","Biff Wellington,Mr. Mysterio","Male,Male",2,"Natural Resource","","","True","0",0,1,1,1,2,0,1,1,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Casey Kasem","Frank Welker"
"393",392,393,"Shaggy & Scooby-Doo Get a Clue!","The CW","1","Shags to Riches",3.4,138.14,"2006-09-23",23,"Serie","Dr. Phineus Phibes,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent,8,Agent,9,Agent 10,Agent 11,Agent 12,Agent 13,Dr. Trebal","Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Dr. Trebal","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Doctor","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human","True",15,"False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","True","False","False","False","True","","Urban","United States",0,"","","","",0,"Theft","","","False","1",0,0,0,0,0,0,0,2,0,0,1,"False","False","False","False","False","Frank Welker","Grey DeLisle","Mindy Cohn","Scott Menville","Frank Welker"
"394",393,394,"Shaggy & Scooby-Doo Get a Clue!","The CW","1","More Fondue for Scooby-Doo",5.5,181.25,"2006-09-30",22,"Serie","Dr. Phineus Phibes,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent,9,Agent 10,Agent 11,Agent 12,Agent 13,Dr. Trebal,Misty Swiss","Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Male,Female","Super-Villain,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Disguised,Dr. Trebal,Super-Villain","Doctor,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Agent,Doctor,Agent","Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,Human,","True",13,"","","","False","False","","","","False","False","","","","False","False","","","","False","False","False","False","True","","Snow","Switzerland",1,"","","","",0,"Conquer","","","False","0",NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"False","False","False","False","False","","","","Scott Menville","Frank Welker"
